market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-BIO,2026-09-03T16:04:14.534971+09:00,1788419054,36.0,-52.397011654132356,7.0,9528272.374647826,2725287.4119647006,3.496244958537695,22,0.0,complete,1788418229233,1788418937294,3582031.81882856,4274508.01223968,-0.08814009835128207,35.4,36.0,1.6949152542372836,1.6949152542372836,0.0,0.0,3.496244958537695,,119.32905582260686,0.4340686160128442,1.1235955056179803,,,,0.6595675599821504,1.4084507042253502,,,,0.6595675599821504,1.4084507042253502,,,,,,3.496244958537695,9528272.374647826,1482730.9245247005,0.4340686160128442,1.1235955056179803,rising,rising,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BIRB,2026-09-03T16:04:14.534971+09:00,1788419054,79.3,-20.70783856974693,8.0,5475078.5402787635,18742.697539999997,292.11795839921365,34,0.0,complete,1788418631585,1788419064388,1331979.833723,515646.86368612,0.4418278709555361,78.0,79.4,1.7948717948718107,1.6666666666666607,0.12594458438288228,7.142857142858292,,,,0.03585255133127063,0.25284450063212116,291.7869411436199,105.49180725565601,-99.76714429178705,0.20862521995232797,0.12626262626262985,,261.6844467751416,,0.2526123922495067,0.5069708491761693,,,,,,,5475078.5402787635,18742.697539999997,0.03585255133127063,0.25284450063212116,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BLAST,2026-09-03T16:04:14.534971+09:00,1788419054,0.395,-37.14096586858684,10.0,3949.605,0.0,,1,0.0,complete,1788418342883,1788418342883,312179834.3097064,184136873.46203646,0.25798640030179515,0.397,0.398,0.25188916876575096,-0.5037783375314908,0.7537688442211062,299.9999999999956,,,-100.0,0.008355680851799718,0.5089058524172962,,,,0.07580133639854125,0.5089058524172962,,-66.62993204333462,-100.0,0.07588273421386305,0.5089058524172962,,,,,,,3949.605,-7013380.419757168,0.008355680851799718,0.5089058524172962,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-BLEND,2026-09-03T16:04:14.534971+09:00,1788419054,85.5,-70.30754559558274,4.0,9959.020489709,101911.04588547001,0.09772267964849637,2,0.0,complete,1788418155410,1788418788811,796635.56479833,427145.48839091,0.30192498522877825,85.2,85.7,0.5868544600938996,0.35211267605632646,0.23337222870478744,40.000000000002274,,-44.54585930503988,,0.0010234881745958546,-0.2333722287047868,-21.98754149105017,-99.65300148082241,-21.578552794051852,0.026638427889480454,-0.1168224299065379,,,,0.026638427889480454,0.35211267605632646,,,,,,,-7999.999999836,101911.04588547001,0.0010234881745958546,-0.2333722287047868,falling,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BLUR,2026-09-03T16:04:14.534971+09:00,1788419054,22.2,5.670437293827835,11.0,13133629.784776835,282700.64967513597,46.45772763475882,24,0.0,complete,1788418589187,1788419154860,7196240.99265214,9646883.97083987,-0.14549811768894272,21.7,22.3,2.764976958525356,2.304147465437789,0.44843049327354895,16.666666666666934,27.262708015932485,1213.2834957497316,442.6116116608422,0.019053245295941323,0.0,46.170274897383806,863.8605578390919,-94.03620517178808,0.26419135656057247,0.4524886877828038,,1048.3363897588774,,0.5836732610320805,0.0,,,,,,27.262708015932485,12133569.26263656,230600.64967516597,0.019053245295941323,0.0,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-BONK,2026-09-03T16:04:14.534971+09:00,1788419054,0.00474,6629.015609240269,12.0,23018698.103716947,43055024.34354094,0.5346344231522931,116,0.0,complete,1788418167754,1788419102628,51556366950.737686,33492530776.980045,0.21239353661688404,0.00539,0.0058,7.606679035250452,-12.059369202226334,18.275862068965505,258.53658536585374,0.23003384090386442,84.47793772818046,5.103758401255365,1.329306564586659,-0.42016806722688926,-0.10812638957772291,-0.7675311008829455,19.301600489412742,3.9114384450813304,-1.0438413361169019,-0.24742341401455215,-50.81088589054349,-28.046660434289482,4.770800269589927,-0.8368200836820106,,,,,,0.23003384090386442,10540946.895529704,2090719.1669653654,1.329306564586659,-0.42016806722688926,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-BORA,2026-09-03T16:04:14.534971+09:00,1788419054,31.1,-35.70781225364813,7.0,1982923.1961824328,3202346.936547029,0.6192093597205757,29,0.0,complete,1788418240247,1788419011539,4411478.55344369,6045160.78802679,-0.15623396592670102,30.5,32.0,4.918032786885251,1.967213114754096,2.8124999999999956,60.000000000000085,0.6154496998094781,19671.92204310867,20.04938475795528,0.1167460667636746,0.6472491909385258,-0.4062713136791709,526.7379321086433,937.9488400400865,0.2807145521890888,0.3225806451612856,0.5510450416443751,332.8741950004969,-52.347984002844726,0.32193933304431255,0.3225806451612856,,,,,,0.6154496998094781,1972894.210675313,534822.2815863797,0.1167460667636746,0.6472491909385258,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BOUNTY,2026-09-03T16:04:14.534971+09:00,1788419054,16.9,144.92913044810217,9.0,1419260.5848092097,1770282.392428363,0.8017142298197727,15,0.0,complete,1788418156075,1788418937888,10398138.48160671,9327558.55307304,0.05427336365612251,17.4,17.4,0.0,-2.8735632183908066,2.873563218390805,,0.7953725871380765,28172.123204164815,123.63542587239667,0.26229320586719496,1.197604790419149,-1.121851696289987,22.419367450230986,193.7227694912081,0.6054550014273445,0.5952380952380931,0.24863242160122356,167.19949266797033,84.33398468317321,0.6181302194194984,1.197604790419149,,,,,,0.7953725871380765,1414240.5848093508,978689.385406988,0.26229320586719496,1.197604790419149,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BREV,2026-09-03T16:04:14.534971+09:00,1788419054,104.0,163.1765913793618,8.0,4755076.439786401,13531464.85795208,0.3514088452139732,25,0.0,complete,1788418261557,1788418900041,1483159.19930308,4839337.74027209,-0.5308311847430522,105.0,107.0,1.904761904761898,-0.952380952380949,2.803738317757009,150.0,0.11450555782463184,17.62512402681753,-20.702683096765618,1.6462726878853573,0.0,0.3514088452139732,,1767.013935372821,3.4461816504313276,0.0,-143.77354920433075,558.8532281023563,270118.5649403323,3.511429688354582,-0.952380952380949,,,,,,0.11450555782463184,712507.7461268012,-3532750.4098411202,1.6462726878853573,0.0,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-BSB,2026-09-03T16:04:14.534971+09:00,1788419054,148.0,,,4528760.04,1443449.46946136,3.1374565828687855,15,0.0,complete,1788418460021,1788418918160,511667.92521329,997855.03468543,-0.32207996988979903,149.0,151.0,1.342281879194629,-0.6711409395973145,1.9867549668874174,150.0,,139.5887820409211,,,-0.6711409395973145,-18.281191738913044,-10.3780781196956,511.82692922597954,,0.6802721088435382,-16.296075819365196,349.70666953388377,2685.501218281865,,0.6802721088435382,,,,,,,2638537.9680724004,1443449.46946136,,-0.6711409395973145,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-BSV,2026-09-03T16:04:14.534971+09:00,1788419054,22070.0,-51.685251126096155,4.0,472417.13879999996,93507.6375502,5.0521770325593,16,0.0,complete,1788418212793,1788419279304,2142.78640941,1192.85696791,0.2847814751297587,22220.0,22240.0,0.09000900090008201,-0.6750675067506706,0.7643884892086331,850.0000000000616,-8.87274381827954,39.14601296159941,283.5172846701556,0.0041857835121916764,0.09070294784581101,-118.96614024214747,-75.59816224257357,499.00411992360443,0.031487140554219195,0.40946314831664665,2.881288059622517,-80.10866829755072,-91.45281878058019,0.08922396528245002,0.5466970387243641,,,,,,-8.87274381827954,132905.33479999995,69126.04086919999,0.0041857835121916764,0.09070294784581101,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-BTC,2026-09-03T16:04:14.534971+09:00,1788419054,106990000.0,-46.05155387587547,8.0,1874958562.9998193,338328346.8738601,5.5418311244811695,2505,0.0,complete,1788418155244,1788419309829,2.9770168,0.21569341,0.8648838160604623,106400000.0,106990000.0,0.5545112781954797,0.5545112781954797,0.0,0.0,2.230902019663917,331.2530837251204,157.6492055378842,0.05091053013792646,0.08419083255379878,4.44590825277822,708.490017086872,59.88265996682887,0.1550366440761266,0.19572770436688813,3.7048600362610724,182.0037497901747,-6.523182771524139,0.20158238507106319,0.1732128645662634,,,,,,2.230902019663917,1440188671.7786093,207014785.79862016,0.05091053013792646,0.08419083255379878,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-BTT,2026-09-03T16:04:14.534971+09:00,1788419054,0.000409,-31.371942769019988,12.0,148236.1272374355,239724.84097813218,0.6183594767759494,13,0.0,complete,1788418386644,1788419156315,496771147494.4384,464051349615.27966,0.03405394646522564,0.000405,0.000411,1.4814814814814836,0.9876543209876631,0.4866180048661787,33.33333333333283,0.5328416021892742,-14.521751570290597,-88.17852979756441,0.016074156483703916,0.738916256157629,-0.7155298166472218,383.43647796182864,942.8412051929129,0.09674531518975016,0.0,-9.966948554509171,-89.94740872534472,72.08400477606152,0.11130414420910384,0.2450980392156854,,,,,,0.5328416021892742,-25183.578899071552,-1788151.8687118469,0.016074156483703916,0.738916256157629,falling,falling,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-CAP,2026-09-03T16:04:14.534971+09:00,1788419054,89.2,,,81578711.35880667,118303256.68151316,0.6895728287381516,266,0.0,complete,1788418156677,1788419180870,1089675.70000571,1446956.04154493,-0.14084832878453815,101.0,104.0,2.970297029702973,-11.683168316831683,14.230769230769228,493.33333333333303,0.14127085331667322,167.05053279876174,112.3406383903801,,2.176403207331057,0.08118732001661211,-30.021198139377137,-38.26019936486604,,2.5287356321839205,0.4302719884793434,71.24138236445098,-35.60791190767326,,-0.11198208286673506,,,,,,0.14127085331667322,51030668.44578952,62589353.97391313,,2.176403207331057,rising,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-CARV,2026-09-03T16:04:14.534971+09:00,1788419054,48.1,287.53601674766736,10.0,608721.322286246,3016442.0368032,0.20180110038890844,8,0.0,complete,1788418872991,1788419053930,1812634.34646312,1499167.16418675,0.09465156087052415,48.8,48.8,0.0,-1.43442622950819,1.434426229508188,,-1.4601636111028333,266.2660934225996,2916.4420367935472,0.006015218625293528,0.2083333333333437,,,,0.14300676173712645,0.0,,35.264311090850775,,0.14300676173712645,0.0,,,,,,-1.4601636111028333,442524.85113654,2916442.03680288,0.006015218625293528,0.2083333333333437,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-CBK,2026-09-03T16:04:14.534971+09:00,1788419054,247.0,40.97521272429143,9.0,15402133.49002214,10342824.84272045,1.4891612034658561,80,0.0,complete,1788418161410,1788419122201,674209.05949608,929679.64119365,-0.15928198857421239,242.0,262.0,8.264462809917351,2.066115702479343,5.7251908396946565,74.99999999999993,0.8677184354271824,0.48035169235096653,-58.068483288534914,1.5061194721403908,-0.40322580645161255,1.3494287596565275,279.55860694995204,-64.3848821776015,3.4427628939813104,0.40650406504065817,1.3577079943833203,60.46538165465001,-85.83518740881483,6.157336090091839,-1.200000000000001,,,,,,0.8677184354271824,73630.7224560678,-14323167.837416662,1.5061194721403908,-0.40322580645161255,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-CC,2026-09-03T16:04:14.534971+09:00,1788419054,151.0,-52.550495916851034,5.0,21753700.14992246,0.0,,2,0.0,complete,1788418669369,1788419095172,1574984.8962103,1221172.81635636,0.12653509430595297,151.0,155.0,2.6490066225165476,0.0,2.5806451612903225,100.0,,,,0.30394147526372706,0.0,,1526.5081072269047,-100.0,0.32593653313924165,0.0,,1176.9157323512304,-100.0,0.3844544263622396,0.6666666666666599,,,,,,,21753700.14992246,0.0,0.30394147526372706,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-CELO,2026-09-03T16:04:14.534971+09:00,1788419054,104.0,74.5370938659194,10.0,3613179.2075715,1020135.44973392,3.541862218898401,9,0.0,complete,1788418443466,1788419057628,690651.30339143,2319986.80818463,-0.5411927453280818,107.0,113.0,5.607476635514019,-2.8037383177570097,7.964601769911504,150.0,2.9371258222427428,-24.317440163659466,-87.0779844905035,0.1622731663339323,0.0,2.984773920999076,-59.626172906705996,-93.64972852555505,5.961688934742142,-0.952380952380949,2.909806297343442,-69.03974886062556,-94.4750504519748,8.195395423070437,-2.8037383177570097,,,,,,2.9371258222427428,-1160944.7324548494,-6874418.220970269,0.1622731663339323,0.0,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-CFG,2026-09-03T16:04:14.534971+09:00,1788419054,141.0,3.044922657148219,2.0,61111.16773674,1607479.9999999998,0.0380167515220967,8,0.0,complete,1788418227587,1788419059441,1673265.82705538,961326.45641428,0.2702275320200598,142.0,144.0,1.4084507042253502,-0.7042253521126751,2.083333333333333,150.0,,-97.48381258027193,,0.03643610268040387,0.0,-0.18806146377069222,-98.81050090851218,-92.92628062816847,0.13617077090508634,0.7142857142857117,-3.6893838411416056,-99.38684658735536,-39.88259642970859,0.7426954238650474,0.0,,,,,,,-2367609.65240568,1607479.9999999998,0.03643610268040387,0.0,falling,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-CFX,2026-09-03T16:04:14.534971+09:00,1788419054,66.3,,,69877.198595685,0.0,,3,0.0,complete,1788419049464,1788419052758,1052378.52245291,699956.65251943,0.20111555994933605,65.7,66.6,1.3698630136986134,0.9132420091324089,0.4504504504504462,33.33333333333333,,-92.81278659639136,-100.0,,0.302571860816947,,,,,0.302571860816947,,,-100.0,,0.302571860816947,,,,,,,-902366.071106037,-7852.456329498,,0.302571860816947,falling,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-CHIP,2026-09-03T16:04:14.534971+09:00,1788419054,65.6,-56.78279783062238,12.0,587435678.6431031,865630470.5966896,0.6786217659807846,2270,0.0,complete,1788418155637,1788419288316,2613742.29029584,2094097.14526433,0.11037868902376423,58.7,66.4,13.1175468483816,11.754684838160113,1.2048192771084507,10.389610389610562,-0.5320543151322309,13.788237594634833,103.000705951023,2.335630905986932,1.2345679012345734,-0.38103183692152187,238.82477076561082,429.06774744459614,4.137744407177834,4.126984126984112,-0.00027165480382518314,2782.7156091964034,2783.8695709208237,4.59838749307243,6.84039087947883,,,,,,-0.5320543151322309,71182249.41273338,439213002.469492,2.335630905986932,1.2345679012345734,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-CHZ,2026-09-03T16:04:14.534971+09:00,1788419054,18.4,-0.4515403060357248,4.0,2735141.5652173418,2966258.806080752,0.9220846001739208,10,0.0,complete,1788418202478,1788419211501,13254560.92951241,13562846.03772517,-0.01149570905902226,18.4,18.7,1.6304347826086918,0.0,1.6042780748663141,100.0,0.8815841339271822,2067.392975330151,-4.802199251326544,0.09751308283819649,-0.5405405405405461,,,,0.20694380930037504,-0.5405405405405461,0.9220846001739208,,290.7365281206011,0.20694380930037504,-0.5405405405405461,,,,,,0.8815841339271822,2608946.565217367,-149631.2488920628,0.09751308283819649,-0.5405405405405461,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-CKB,2026-09-03T16:04:14.534971+09:00,1788419054,1.39,138.04921376362,14.0,5554995.50224888,0.0,,6,0.0,complete,1788419080700,1788419083142,31185535.80027903,138799294.9984589,-0.6330786029113068,1.37,1.4,2.1897810218977964,1.4598540145985162,0.714285714285715,33.33333333333401,,110900.0599162448,,0.0,0.0,,444.5807070485646,-100.0,0.14491622239339108,-0.7142857142857117,,3908.3177071315376,,0.6411056524361527,0.0,,,,,,,5549991.004497762,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-COMP,2026-09-03T16:04:14.534971+09:00,1788419054,27630.0,14.983346224940263,8.0,996378.529365,4870521.532725001,0.20457327263011557,11,0.0,complete,1788418400713,1788419157983,1464.41292163,1141.84147149,0.12376821349117928,26410.0,27920.0,5.7175312381673615,4.619462324876933,1.0386819484240688,19.20529801324518,-0.3536717581662526,-73.45946814013573,-27.575485130696332,0.4030897874313979,-0.03617945007236001,-0.04854948432895981,-64.24537669878212,-55.760062359655706,3.387951787713515,-0.6115107913669093,-1.855095356229134,-84.02271946793604,60.86120666347175,3.8605207499265983,0.10869565217390686,,,,,,-0.3536717581662526,-2757798.4201624,-1854441.0597262988,0.4030897874313979,-0.03617945007236001,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-COW,2026-09-03T16:04:14.534971+09:00,1788419054,174.0,-78.8380717192459,6.0,364042.80000000005,0.0,,5,0.0,complete,1788418499716,1788419043860,508364.53834027,1289576.73656126,-0.43450373442468276,173.0,175.0,1.1560693641618602,0.5780346820809301,0.5714285714285714,50.0,,,,0.0035181994446844556,0.0,,956.6666666666669,-100.0,0.05989768263911799,0.5780346820809301,,962.0304568527921,,0.05989768263911799,0.0,,,,,,,364042.80000000005,0.0,0.0035181994446844556,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-CPOOL,2026-09-03T16:04:14.534971+09:00,1788419054,26.7,1118.9732618192681,10.0,5340000.0,0.0,,3,0.0,complete,1788419081517,1788419094265,7130809.33934968,5412492.27104957,0.136990811643683,26.9,26.9,0.0,-0.743494423791824,0.743494423791819,,,1013.0214680805448,,0.0033353864366745256,0.0,,49.50319646845636,,0.08589682975525648,0.0,,29566.666667141333,,0.48436766311806423,0.0,,,,,,,4860224.887556835,0.0,0.0033353864366745256,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
