market,fetched_kst,trade_timestamp_kst,price,day_return_pct,trade_value_15m,trade_value_30m,trade_value_45m,trade_value_60m,trade_value_90m,trade_value_120m,median_15m,anomaly_15m,change_15m_pct,change_accel_pctp,dir_15_vs_30,dir_15_vs_45,dir_15_vs_60,dir_15_vs_90,dir_15_vs_120,bid_10s,ask_10s,net_10s,ratio_10s,trades_10s,prev_bid_10s,prev_ask_10s,prev_trades_10s,bid_15m_ticks,ask_15m_ticks,trades_15m_ticks,tick_coverage_sec,slope15_1m_pct,higher_low_15m,preexpansion_score
KRW-0G,2026-09-06T17:55:46+09:00,2026-09-06T17:55:39.458+09:00,268.0,-0.37174721,30968791.93285821,37818510.64300653,50082621.63469673,102557691.16818275,233901524.70300668,441027968.0444637,43012326.61788085,0.7199980649264398,352.1177181622927,396.26598365997546,↑,↑,↑,↓,↓,0.0,353025.90958998,-353025.90958998,0.0,2,0.0,0.0,0,15191656.2631734,4993242.79884627,20,20442.58,0.04007837548984681,False,8.291997871419085
KRW-1INCH,2026-09-06T18:04:47+09:00,2026-09-06T17:59:40.144+09:00,128.0,-0.7751938,25396195.10444985,51473792.49185939,75660364.56821927,137575473.4886131,205731010.92565146,322521123.6770274,33071124.688214958,0.7679265626397005,-2.6129795350267715,-10.43147198232135,→,→,↓,↓,↓,0.0,1361815.915209,-1361815.915209,0.0,4,3791366.950791,69769.13399999999,5,3791366.950791,8655934.68627908,18,31570.909,-0.03325696548666026,False,-4.155280781096329
KRW-2Z,2026-09-06T17:56:48+09:00,2026-09-06T17:55:12.499+09:00,70.8,-1.39275766,4665587.30495685,16344413.63806983,41441188.65073559,45624516.33808411,61823536.20626936,109263252.5787456,11970592.70808794,0.389754076404633,-60.05088891742052,-6.586056592227131,↓,↓,↓,↓,↓,0.0,124607.00865698399,-124607.00865698399,0.0,3,15541.916879999999,0.0,2,270789.01896744495,124607.00865698399,12,18501.347,0.008585974221874194,True,-2.571270515954904
KRW-A,2026-09-06T17:58:45+09:00,2026-09-06T17:38:17.729+09:00,109.0,-0.9090909100000001,38155096.10240004,68837027.27140962,80016074.76529476,123829512.76333483,138122089.0299005,165691904.6668266,10752999.026049066,3.548321357601687,24.356892309760415,-150.10236896265428,↑,↑,↑,↑,↑,979967.5083999999,9754722.638358379,-8774755.129958378,0.10046082751204893,12,0.0,0.0,0,979967.5083999999,9952904.45654109,13,31039.708,-0.013074174147999652,False,3.0120758011058655
KRW-AAVE,2026-09-06T17:58:00+09:00,2026-09-06T17:57:45.833+09:00,183100.0,-0.054585150000000006,107039146.405946,122232364.841813,163458804.620275,282378246.664023,329437715.568308,513510015.06346,37133281.8900295,2.8825662844168547,604.5192357220119,667.6661421308345,↑,↑,↑,↑,↑,5554.99977,0.0,5554.99977,999.0,1,0.0,0.0,0,38055772.38269201,9707816.271451,38,11065.192,0.017984861438371875,False,15.67082291285854
KRW-ADA,2026-09-06T18:04:09+09:00,2026-09-06T18:03:45.627+09:00,297.0,-0.33557047,219037233.4711294,354759474.1679975,572233870.8152536,803533639.1611688,1023866428.9816996,1487361371.3398774,143477798.2526764,1.5266280646806867,61.3863964715577,98.97801976640935,↑,↑,↑,↑,↑,0.0,2820904.8416940602,-2820904.8416940602,0.0,1,0.0,0.0,0,160383657.1860066,59954419.78512155,84,3565.178,0.01203311513284559,False,-0.8064888217341153
KRW-AERO,2026-09-06T17:58:45+09:00,2026-09-06T17:24:46.240+09:00,744.0,-1.06382979,77711593.38736866,85951436.51043142,97077567.3606701,129893718.18136702,173225442.24405664,189247166.51174814,15054018.99544495,5.1621824983004645,843.1198170491778,869.0613394528444,↑,↑,↑,↑,↑,0.0,5802236.97589344,-5802236.97589344,0.0,1,0.0,0.0,0,20132532.98266349,23356470.73303386,130,12902.255,0.08194574009942111,True,14.17840074813051
KRW-AGLD,2026-09-06T17:59:55+09:00,2026-09-06T17:55:14.605+09:00,234.0,-0.42553191,9095128.60775958,24060017.20605497,39426946.79080137,49020094.70393704,76891557.76999266,110853198.35632211,14517596.43593103,0.6264899735915753,-39.223546182658644,-36.60727216230987,↓,↓,↓,↓,↓,64999.99999818,35000.00000172,29999.99999646,1.8571428569995918,3,0.0,0.0,0,957250.18299924,3232980.21350304,11,31917.55,-0.015240804714488923,False,0.689138970950733
KRW-AHT,2026-09-06T17:59:02+09:00,2026-09-06T17:53:38.079+09:00,1.34,0.0,13258975.53859294,20053432.56726689,38840766.02447022,65100317.03284899,77802901.46004148,86666509.46075147,7395851.48897676,1.7927584887764374,95.14400462961862,158.97890943848142,↑,→,↓,→,↑,999999.9999999894,0.0,999999.9999999894,999.0,1,0.0,0.0,0,1004823.0359711996,1294473.7658689849,4,31898.766,-0.0616071428571429,False,10.530212642164177
KRW-AI,2026-09-06T17:57:59+09:00,2026-09-06T17:53:05.758+09:00,27.8,-0.35842294,11652684.61556203,55679838.61119398,63614525.80032339,93800543.63336778,136476099.27035564,176860190.42761377,29611379.751645997,0.3935204881803691,-73.53295964413661,-528.4023948998771,↓,↓,↓,↓,↓,1560784.633622938,0.0,1560784.633622938,999.0,2,0.0,0.0,0,2410301.1338719027,100727.272727172,21,31901.159,-0.002569373072970095,True,-0.5671274630015937
KRW-AKT,2026-09-06T17:59:37+09:00,2026-09-06T17:59:27.244+09:00,747.0,1.0825439799999999,17886753.481955,46950898.39631948,79352051.76840392,99703079.00444725,130913869.10112344,217084255.53451622,24707586.07520391,0.7239377180559871,-38.457664814646705,-28.158622618837136,↓,↓,↓,↓,↓,14776.085212459999,50799.845637319995,-36023.76042486,0.2908687029868607,3,0.0,0.0,0,6970725.869951081,1423888.69754432,42,25635.043,0.04294111659626444,False,3.796331489861586
KRW-ALGO,2026-09-06T17:57:06+09:00,2026-09-06T17:54:46.792+09:00,130.0,0.7751938,7461858.14404378,35238234.183531836,78301014.30326374,89941103.93863706,134623815.13392597,304790323.1814036,27736897.38837178,0.2690228124495293,-73.13595505246728,-37.638005227255185,↓,↓,↓,↓,↓,9360.0,0.0,9360.0,999.0,1,0.0,0.0,0,535321.8320593,6048121.56894822,22,20641.311,0.019300051466803914,True,5.295925093694482
KRW-ALT,2026-09-06T17:58:00+09:00,2026-09-06T17:55:56.795+09:00,8.82,-1.12107623,29250215.034533,67622551.4603502,73109917.71049245,86160460.97988538,134179386.50759792,150426913.65317154,12277085.117002394,2.3825048662426163,-23.772650406418215,-623.0577842321851,↓,↑,↑,↑,↑,0.0,53381.9344673034,-53381.9344673034,0.0,2,0.0,0.0,0,0.0,505879.0493199284,7,31855.791,-0.011717992371182148,False,-4.379244647133122
KRW-ANIME,2026-09-06T17:59:03+09:00,2026-09-06T17:58:30.497+09:00,3.95,0.25380711,27973192.01240931,38357721.9711745,48816789.80912715,65159297.79902604,115496086.40708868,156989437.94932112,16726422.587856745,1.6723953891203032,169.37369455801118,170.08635729566916,↑,↑,↑,↑,↑,0.0,1662535.494032343,-1662535.494032343,0.0,1,0.0,0.0,0,1172279.8011728274,2555457.69899707,22,31363.633,0.025354969574036657,True,9.475704437895997
KRW-ANKR,2026-09-06T17:57:06+09:00,2026-09-06T17:52:45.724+09:00,5.85,0.68846816,14240156.930372171,27016511.83413123,62572544.21646775,103916098.33381996,221061012.59734142,274536216.2115641,34158507.03000209,0.41688464070940695,11.457117758856494,75.52410148084769,→,↓,↓,↓,↓,19999.99999998,0.0,19999.99999998,999.0,1,0.0,0.0,0,988418.1855450775,12717030.597680785,15,25992.439,0.004884004884004563,False,6.255483078368714
KRW-API3,2026-09-06T17:59:02+09:00,2026-09-06T17:57:45.389+09:00,321.0,-1.53374233,4526566.40141997,6946762.82270732,31696424.55370718,44767500.21377056,88292968.02003744,116277318.08556788,14338548.702820681,0.3156920895717642,87.03301771730581,177.25431266835574,↑,↓,↓,↓,↓,40873.572,0.0,40873.572,999.0,2,0.0,0.0,0,1773362.34301161,0.0,4,32203.504,-0.031107424305267525,True,5.0681729948287
KRW-APT,2026-09-06T17:59:03+09:00,2026-09-06T17:58:10.437+09:00,847.0,0.95351609,17940924.78666065,57001579.3206554,154039216.0000401,204203321.64302948,259298497.7369937,338794651.5914136,37636631.32496567,0.47668784785103274,-54.06906258816902,5.677839881176624,↓,↓,↓,↓,↓,0.0,137618.54469902,-137618.54469902,0.0,1,0.0,0.0,0,1255083.57912644,6376214.79947976,15,12246.785,0.014355521527652675,False,-0.3620865697403315
KRW-ARB,2026-09-06T18:00:49+09:00,2026-09-06T18:00:48.029+09:00,270.0,12.033195019999999,471466898.9556108,1486320918.8299952,2051506533.8887448,3117435947.0584297,5047830683.181423,5584732700.825058,790019817.466567,0.5967785725521536,-53.543377695447504,-133.10456836179037,↓,↓,↓,↓,↓,694293.01747344,6157548.50811944,-5463255.490646,0.11275477839239666,10,0.0,2957356.3595562,3,204371660.0931206,287770588.3006249,496,906.455,0.05750303116753442,True,1.1564564298073687
KRW-ARDR,2026-09-06T18:00:49+09:00,2026-09-06T18:00:22.347+09:00,30.0,-1.6393442599999999,11757227.15357512,24791927.30788077,32373772.527142588,49775763.95722455,81754203.16352572,122616594.8527208,15989219.603150584,0.7353221386276054,-9.800555330062977,-81.72044788063563,→,↑,→,↓,↓,0.0,4252927.413311056,-4252927.413311056,0.0,9,0.0,0.0,0,679877.49999988,8263723.943672656,24,32302.131,-0.019009599847923473,False,-2.691145647509634
KRW-ARK,2026-09-06T18:01:09+09:00,2026-09-06T17:57:13.976+09:00,160.0,-0.62111801,16966437.29667824,33775327.43166413,54549992.46706014,65040070.2840888,135191349.47219494,180833188.28767648,18746499.746978827,0.9050456098831219,0.9372847369882864,20.026761720868446,→,→,→,↓,↓,877120.0,0.0,877120.0,999.0,1,0.0,0.0,0,3861296.0895344,3131925.131112,16,32123.711,-0.006693639554947344,False,-0.5804824762864893
KRW-ARKM,2026-09-06T17:58:26+09:00,2026-09-06T17:55:05.864+09:00,147.0,-0.67567568,20516844.78059637,24521618.666685082,32171611.51049733,108258313.34430332,128948090.58149897,177804703.5258623,10344888.61859782,1.983283294487253,412.30969248639127,459.959658076516,↑,↑,↓,→,→,0.0,180526.99999971,-180526.99999971,0.0,1,0.0,0.0,0,299999.99999991,180526.99999971,2,32039.24,-0.0412087912087912,False,8.681611623935979
KRW-ARX,2026-09-06T18:01:10+09:00,2026-09-06T18:00:22.926+09:00,186.0,3.33333333,25018058.64381033,94072854.40038687,141000276.0955589,180692301.16582096,249122195.08190346,370120472.4330167,45715423.00213131,0.5472564180942602,-63.77071516944179,-110.92304798912659,↓,↓,↓,↓,↓,523372.49999805,0.0,523372.49999805,999.0,3,0.0,0.0,0,8493592.87822549,45317.341329300005,15,13609.446,0.052067263190373345,True,7.601982059903686
KRW-ASTR,2026-09-06T18:02:57+09:00,2026-09-06T18:01:57.539+09:00,8.19,1.11111111,7552380.33254181,21657368.87979951,28424858.03687143,34854126.50011913,104462785.67514141,118597333.07138503,6598378.81015981,1.1445811993868984,-46.455962674211825,-154.87873543208477,↓,↓,↓,↓,↓,449999.99999995943,0.0,449999.99999995943,999.0,1,0.0,0.0,0,449999.99999995943,0.0,1,32356.677,-0.014834896330254962,False,4.259039319325589
KRW-ATH,2026-09-06T18:01:29+09:00,2026-09-06T18:00:26.759+09:00,6.5,1.4040561599999999,83176176.79287647,100572311.2096991,143087318.3762735,171584824.8278538,203008392.39408123,216416494.16321832,18837412.39769368,4.415477828741488,378.1302259451527,437.2125933815162,↑,↑,↑,↑,↑,0.0,5032.1104198602,-5032.1104198602,0.0,1,0.0,0.0,0,52380102.98754836,27710179.944440298,99,16071.071,0.09083658277206667,True,18.357025611615637
KRW-ATOM,2026-09-06T17:58:27+09:00,2026-09-06T17:56:34.771+09:00,2174.0,2.2096850000000003,39267365.525187366,50130576.43660899,77260876.92969532,90038516.9152462,111700299.91420923,121924413.2703395,11820425.448486254,3.321992570937116,261.47107743164145,321.430197994313,↑,↑,↑,↑,↑,5408.72970066,0.0,5408.72970066,999.0,1,0.0,0.0,0,14494047.827648338,19651967.346823048,38,22563.122,0.030728680540036017,True,21.190968763821864
KRW-AUCTION,2026-09-06T18:02:37+09:00,2026-09-06T17:58:37.895+09:00,4656.0,-1.89633375,2309723.19948183,14593569.18822074,25540078.49661696,38712730.384238124,58472559.70899378,75689129.48077486,11165933.276217494,0.20685446906631152,-81.19706807135773,-93.41408303627374,↓,↓,↓,↓,↓,0.0,29999.99997015,-29999.99997015,0.0,1,0.0,0.0,0,94924.54314312001,528866.60956695,7,32134.368,-0.02024486056607902,True,-5.772460084027057
KRW-AVAX,2026-09-06T18:01:29+09:00,2026-09-06T18:00:17.621+09:00,10400.0,0.28929605,59258548.1028067,91289515.6953491,145380507.9756137,266456021.342327,391121257.3184192,476350664.5071864,56088884.65768355,1.056511436525578,85.00392762597517,125.787103821785,↑,↑,↓,↓,→,0.0,28070451.7244218,-28070451.7244218,0.0,15,0.0,0.0,0,2402374.6504527,29509816.3081281,23,13235.695,-0.004121143296731474,False,7.303002847263215
KRW-AVNT,2026-09-06T18:01:09+09:00,2026-09-06T18:00:20.762+09:00,144.0,-2.04081633,17188698.52780783,72355460.0041561,93343496.06769507,126937756.44551922,153055514.51085758,188743536.00676304,19834288.131772973,0.8666153488147067,-68.84229186595054,-231.69090385297494,↓,↓,↓,↓,↓,0.0,97959.18367296,-97959.18367296,0.0,1,0.0,0.0,0,39999.99999888,12852022.32029727,21,32411.782,-0.02234211571560969,False,-6.046723116303823
KRW-AWE,2026-09-06T18:00:31+09:00,2026-09-06T17:55:58.219+09:00,82.8,-1.66270784,10253256.31423196,48161453.21807059,64529174.49922437,78209823.96694432,110241512.89427084,138112700.85786688,16175901.81566502,0.6338599498856089,-72.9524030376826,-204.5557902940817,↓,↓,↓,↓,↓,274846.576711616,0.0,274846.576711616,999.0,1,0.0,0.0,0,843844.851018425,9589.843749059999,6,30292.304,-0.008606543267960938,False,-1.3027540551258303
KRW-AXL,2026-09-06T18:00:31+09:00,2026-09-06T17:51:27.064+09:00,60.6,1.0,20784592.99874704,65415661.24960952,83804792.47133727,96944019.3171579,121226170.09054989,163325540.8797951,17336413.983511552,1.198898054610083,-53.430213944418895,-196.1337311074725,↓,↓,↓,→,→,0.0,752415.95165871,-752415.95165871,0.0,1,0.0,0.0,0,9282553.36589727,852415.9516585,13,31702.909,0.02831657935721405,False,0.31878786007109117
KRW-AXS,2026-09-06T18:00:49+09:00,2026-09-06T17:58:27.439+09:00,1305.0,0.61680802,20802524.41159567,43946180.54815235,144139872.32142583,158138999.31465638,192023509.32716757,284582141.0884537,25961472.987809293,0.8012844425801222,-10.115652043684943,66.78543251867647,→,↓,↓,↓,↓,0.0,276706.84639892,-276706.84639892,0.0,2,0.0,2353370.7036488,3,3215450.7717637997,2690077.55005521,16,21022.833,0.014804038395461558,True,2.217121537211664
KRW-AZTEC,2026-09-06T18:03:49+09:00,2026-09-06T18:03:16.763+09:00,20.1,-1.47058824,26225890.655274592,62934490.05260778,127789253.18366548,169412370.65268776,215049276.60032094,309551565.4689211,31811667.7710749,0.8244110571002745,-28.55654782301541,14.842213308602783,↓,↓,↓,↓,↓,0.0,848101.2658227001,-848101.2658227001,0.0,1,0.0,0.0,0,11702823.951549143,9002476.195791634,12,15619.134,0.07285003553660273,False,-4.796303571017642
KRW-B3,2026-09-06T17:58:00+09:00,2026-09-06T17:37:23.834+09:00,0.632,0.0,11925409.54361822,23512440.70092052,28508011.96574875,46177783.64986204,81729027.18916956,111282623.06595427,14743416.282317314,0.8088633811365076,2.9203199829377358,-129.02574870557916,→,↑,→,↓,↓,0.0,63200.0,-63200.0,0.0,2,0.0,0.0,0,0.0,63200.0,2,31032.47,-0.051331999578814416,False,-1.0372422811763982
KRW-BABY,2026-09-06T18:06:41+09:00,2026-09-06T17:51:55.411+09:00,15.6,0.0,15566946.31362931,17881666.495565232,27380730.79004379,116062765.06602766,149813629.24194467,175737102.56877035,11303516.56580729,1.3771772901823078,572.5195742929874,648.1516985719927,↑,↑,↓,↓,↓,8494.600000068,0.0,8494.600000068,999.0,1,0.0,0.0,0,60387.6,10418.639734475,5,31779.401,-0.04567044208987936,False,18.014895019200537
KRW-BARD,2026-09-06T18:03:31+09:00,2026-09-06T18:02:00.553+09:00,177.0,0.56818182,35890924.12339089,55663195.05054476,72635400.49875328,95410084.89214778,150125682.0006372,169049257.2546701,18372238.187681194,1.9535411938789355,81.52150683966593,65.02355972554524,↑,↑,↑,↑,↑,0.0,472158.85842224,-472158.85842224,0.0,2,0.0,0.0,0,30567.54931386,20926622.002700478,16,32443.69,-0.07676147382029734,False,3.487404178769383
KRW-BAT,2026-09-06T17:56:05+09:00,2026-09-06T17:53:01.103+09:00,97.5,-1.01522843,7308270.66485016,12366365.94490132,22377871.13790318,32895469.76591981,69239818.51060219,92578882.93571219,12040033.746499345,0.6069975233229764,44.48661522200983,93.96378990712293,↑,→,↓,↓,↓,0.0,41422.485,-41422.485,0.0,2,0.0,0.0,0,999999.999999336,1389169.334050146,22,31256.06,-0.0645263209060415,False,-3.3408615456520216
KRW-BCH,2026-09-06T17:57:42+09:00,2026-09-06T17:56:06.821+09:00,354500.0,1.05473204,23951928.57606,54148390.188883,90612824.103186,127612337.272824,227869531.218189,325533643.640921,42963821.870131,0.5574906405780369,-20.67968464924792,-3.4904083363050304,↓,↓,↓,↓,↓,0.0,1443638.6439929998,-1443638.6439929998,0.0,1,0.0,0.0,0,5374362.954322001,9117669.905297998,19,13482.303,0.013917276247848536,False,-0.38676029536415935
KRW-BEAM,2026-09-06T17:56:23+09:00,2026-09-06T17:55:14.107+09:00,2.15,-0.9216589900000001,25421408.94124154,70333185.49215788,95110255.68343593,110102724.44707298,139531070.91454613,162107683.84469512,16794036.36513443,1.5137164400821548,-43.397008772473356,-124.66047618084363,↓,↓,→,↑,↑,0.0,7708059.174818687,-7708059.174818687,0.0,4,0.0,0.0,0,0.0,7751059.174818687,5,31921.009,-0.09592907863979185,False,-3.33491191590963
KRW-BERA,2026-09-06T18:05:04+09:00,2026-09-06T18:02:58.494+09:00,255.0,0.79051383,10272917.71340041,29770013.91049367,61665222.10660912,71774939.06218468,120662759.15764543,199768462.20556334,24443910.047730375,0.42026491233771557,-47.31052455425666,-8.439130698510745,↓,↓,↓,↓,↓,0.0,1096720.83,-1096720.83,0.0,1,0.0,0.0,0,1783265.1399079498,2488195.689933,5,23696.657,-0.030780136551878518,True,-0.5377085964285129
KRW-BIGTIME,2026-09-06T18:05:22+09:00,2026-09-06T18:02:58.325+09:00,9.28,-0.64239829,30933066.15428561,37822706.18821827,52511793.32542857,80336189.37119171,102210308.52672522,114203838.85360052,10937059.577766754,2.8282799352366568,348.9794242069969,402.0763051120065,↑,↑,↑,↑,↑,0.0,10196.38814,-10196.38814,0.0,2,0.0,0.0,0,572508.3839163725,10196.38814,8,32507.121,0.0435728167319607,False,10.611107928760322
KRW-BIO,2026-09-06T17:57:06+09:00,2026-09-06T17:45:19.689+09:00,37.7,-0.78947368,5234319.47219733,11188779.12977174,26629040.14930837,50191864.77407464,75488892.69411819,176374710.46074748,12648513.960021775,0.41382880935590305,-12.0941315718047,49.34136715428414,→,↓,↓,↓,↓,0.0,47212.795340399,-47212.795340399,0.0,2,0.0,0.0,0,0.0,1466106.2242256561,17,31404.443,0.007575948887598885,False,-4.557960966622824
KRW-BIRB,2026-09-06T18:07:08+09:00,2026-09-06T18:05:13.777+09:00,83.2,-0.23980815,3635541.16444353,22569864.00758264,37429532.12591373,63903454.95756028,154731282.77459365,221840671.4376991,27059519.62316741,0.13435349980606853,-80.79920156341437,-108.2201014944261,↓,↓,↓,↓,↓,0.0,1178743.5086991482,-1178743.5086991482,0.0,2,0.0,0.0,0,544537.5584346781,2019313.4995403,16,20625.407,0.011587187145947376,True,-4.852211150213325
KRW-BLAST,2026-09-06T17:56:48+09:00,2026-09-06T17:55:49.065+09:00,0.401,-0.24875622,11722694.3709169,21942916.74309227,32147081.51711143,48685653.58856555,87637880.79065408,122385980.21402691,15693103.96166452,0.7469965406176732,14.700971701281373,14.54360852152272,→,↑,→,↓,↓,4019.5980000000004,0.0,4019.5980000000004,999.0,1,0.0,0.0,0,7668291.764754498,1949740.9157078366,19,32003.827,0.041098827789955245,False,0.4800926576419293
KRW-BLEND,2026-09-06T17:59:02+09:00,2026-09-06T17:56:30.093+09:00,90.0,2.62257697,17258217.96130494,26913085.73593289,37767543.80206752,53767963.6163296,176083828.38907468,224125259.74744278,15069080.41160274,1.1452734665890183,78.75146883583277,89.80305965867947,↑,↑,↑,↓,↓,99667.405764889,0.0,99667.405764889,999.0,1,0.0,0.0,0,99667.405764889,1646425.633301954,6,27551.131,0.007941213841006368,False,9.024648727317329
KRW-BLUR,2026-09-06T18:00:22+09:00,2026-09-06T17:57:04.465+09:00,23.2,0.8695652200000001,13005062.04907187,27275729.284310542,53294808.094239004,56123450.56410543,70178254.6447408,90691621.07678548,10757710.854305986,1.2089060791094173,-8.868577518517363,36.28448750931438,→,↓,→,↑,↑,3999999.999999784,19999.999999831998,3979999.999999952,200.0000000016692,4,0.0,0.0,0,6225219.166416058,791605.2612964079,12,32116.62,-0.010735757228743353,False,7.055486437206646
KRW-BONK,2026-09-06T17:57:43+09:00,2026-09-06T17:57:42.095+09:00,0.0055,-15.514592930000001,2215800437.715639,3665391618.4618373,3978458416.231651,4224518017.8232346,4503814539.399897,5102008292.50102,279563199.6806985,7.925937463322794,52.85692043014662,-310.17243658650835,↑,↑,↑,↑,↑,12331608.76470001,45116655.16965704,-32785046.404957026,0.2733271941000087,50,27523499.895165462,101104120.06829798,106,90618374.18290524,353227516.83850396,500,84.433,-0.6281745097379663,False,6.53995422040874
KRW-BORA,2026-09-06T17:55:46+09:00,2026-09-06T17:53:52.746+09:00,31.8,-1.24223602,6880724.58589765,30794054.56112164,37170787.0760013,67452105.03017484,102845974.38867003,130319758.38645104,18218957.875333462,0.37766839535939767,-71.22640555277496,-346.2355488628307,↓,↓,↓,↓,↓,1625042.19639729,0.0,1625042.19639729,999.0,5,0.0,0.0,0,1625042.19639729,1104442.612930364,13,31984.761,-0.051597272074659147,False,0.4154352348953374
KRW-BOUNTY,2026-09-06T17:56:48+09:00,2026-09-06T17:53:21.161+09:00,16.7,0.0,4008460.21435453,11157910.0376173,23409197.82017015,49874401.68968661,71122431.0694117,85092171.48362152,11106921.07782563,0.3608975148258868,-43.93330517109353,-2.2900261147020373,↓,↓,↓,↓,↓,5019.999999913,0.0,5019.999999913,999.0,1,0.0,0.0,0,10039.999999826,585627.516959042,6,31986.107,-0.04702998517842867,True,4.396987266308475
KRW-BREV,2026-09-06T18:07:26+09:00,2026-09-06T17:50:20.230+09:00,107.0,-3.6036036,23294161.33079936,40022506.25322515,44212407.61513709,174835872.90327597,278025402.161156,300448768.2154436,13642792.45519172,1.7074335336630326,39.24964746256234,-260.0042603858147,↑,↑,↓,↓,↓,0.0,394621.59055098,-394621.59055098,0.0,4,0.0,0.0,0,0.0,2534621.59055098,6,31818.848,-0.02992817238627294,False,-2.1405819264066053
KRW-BSB,2026-09-06T18:06:23+09:00,2026-09-06T17:53:56.787+09:00,154.0,1.3157894700000001,18164598.52899671,36541289.773600206,47968388.71865224,67008094.05768704,107069346.2701116,149329094.1921174,18708198.291819148,0.9709432327825953,-1.1541398436950567,-61.97090823757218,→,↑,↑,→,→,5999.999999840001,0.0,5999.999999840001,999.0,1,0.0,0.0,0,1706015.22765354,933179.4476839701,11,32011.254,0.10732951717272274,False,5.068037556060855
KRW-BSV,2026-09-06T18:06:32+09:00,2026-09-06T18:00:07.356+09:00,22950.0,-0.52015605,3229927.0972035998,25945274.6596688,37210732.7700738,41130315.3964637,53208286.1431776,88772662.9403848,8688191.06279435,0.37176059709773124,-85.780859886376,-187.41800007053638,↓,↓,↓,↓,↓,0.0,45880.0,-45880.0,0.0,1,0.0,0.0,0,483395.41211399995,45880.0,3,32187.347,-0.024082982187915627,True,-5.591063343192496
KRW-BTT,2026-09-06T18:06:50+09:00,2026-09-06T17:52:24.165+09:00,0.00041,-0.24330900000000003,4652842.99702843,19819663.9802279,26780632.833345428,31360704.00116371,63012386.87081948,66604625.41344263,8247230.6679708045,0.564170348126475,-69.32222644295427,-187.20599094804726,↓,↓,↓,↓,↓,0.0,43184.94919253394,-43184.94919253394,0.0,2,0.0,0.0,0,52857.49999999999,43184.94919253394,4,31890.827,0.006953941725968176,False,-5.379412617060877
KRW-CAP,2026-09-06T18:01:38+09:00,2026-09-06T18:01:29.616+09:00,59.9,-2.28384992,43344563.50342154,100583328.17544042,139972834.58428842,182801702.8446955,262797587.73871228,407696415.8806561,41109187.334627554,1.0543765594439531,-24.274110820196494,-69.58886566353574,↓,→,→,→,↓,0.0,8494097.015713297,-8494097.015713297,0.0,8,0.0,0.0,0,12665690.681550503,36226014.76924654,89,6103.998,0.0362813050167329,False,-1.3401857846116512
KRW-CARV,2026-09-06T17:55:46+09:00,2026-09-06T17:55:37.225+09:00,48.8,1.24481328,24107774.92159617,35826773.03594235,52876317.93845963,67768367.06215282,185004725.65699998,198661334.79605567,15970797.013105232,1.5094910355327877,105.71532383885169,136.98036239940632,↑,↑,↑,↓,→,0.0,31239.669922352,-31239.669922352,0.0,1,0.0,0.0,0,159197.401298919,293196.346525952,5,31941.546,-0.021916580623794903,False,5.0429304830454855
KRW-CBK,2026-09-06T18:01:47+09:00,2026-09-06T17:51:38.410+09:00,249.0,0.8097165999999999,9068772.02364293,13893927.87226874,24112851.79514762,43044081.17953214,66336459.2682594,123774165.73532742,10767501.057546094,0.8422355359127028,87.94775356791197,140.72990670809833,↑,↑,↓,↓,↓,13197.0,0.0,13197.0,999.0,1,0.0,0.0,0,292197.00000236,1656154.9866,6,31761.887,0.03756356911696718,False,9.939751062863738
KRW-CC,2026-09-06T17:59:20+09:00,2026-09-06T17:55:52.209+09:00,150.0,1.3513513499999998,10286515.07257227,23515704.77689833,47843596.94788685,80182541.9577927,126583315.11136453,191321983.3412197,27646519.048724364,0.3720727030568754,-22.24380100008324,23.37750638098891,↓,↓,↓,↓,↓,0.0,537324.40973631,-537324.40973631,0.0,1,0.0,0.0,0,685383.999999,537324.40973631,3,32039.725,0.009545020680878142,False,-0.12316989901765885
KRW-CELO,2026-09-06T17:58:45+09:00,2026-09-06T17:11:33.941+09:00,109.0,0.9259259299999999,13486159.43732694,37314673.99632703,42274403.63380459,52860485.52849172,76076634.93311301,113072779.56346402,11993223.66710683,1.124481608253059,-43.40327256264833,-423.8430606297837,↓,→,→,→,→,0.0,100925.92592528001,-100925.92592528001,0.0,1,0.0,0.0,0,169136.43178410002,100925.92592528001,2,29429.054,-0.02930959617889709,False,-0.7630702309216348
KRW-CFG,2026-09-06T18:03:49+09:00,2026-09-06T17:56:23.547+09:00,141.0,-0.70422535,8586576.99107194,19547185.58677445,25375584.57290765,51767660.49581833,89479251.38733914,117795032.85722677,16933803.069208145,0.5070672521688575,-21.659669569456142,-109.71489059635823,↓,→,↓,↓,↓,9989.999998619998,0.0,9989.999998619998,999.0,1,0.0,0.0,0,3020061.42856872,2000897.3708682002,9,32105.581,0.03556187766714083,False,-0.4422260226142569
KRW-CFX,2026-09-06T18:03:49+09:00,2026-09-06T17:59:57.133+09:00,67.5,0.74626866,2124277.21406038,16581368.37912426,31266526.76768127,36566678.20164072,73504538.70621528,99455134.2163804,14455086.041520445,0.14695707849532386,-85.30633036890728,-83.75328465119242,↓,↓,↓,↓,↓,5100.000000524,0.0,5100.000000524,999.0,1,0.0,0.0,0,610794.020501332,34999.99011405,10,32302.998,0.006377551020408254,False,4.161652786344856
